ID#,Hostname,Location,NetID,Serial Number,Manufacturer,Model,Operating System,IP Address,MAC Address
1,LEBFCT4Tester,LEB,lebfct4tester\development, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 1 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.103 ,00-80-2F-25-43-ED|00-80-2F-25-43-EC
2,LEBFCT4Handler,LEB,lebfct4handler\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.56 ,C4-00-AD-28-A0-A6|C4-00-AD-28-A0-A5
3,WINDOWS-O5NT3FE,LEB,windows-o5nt3fe\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.64 ,00-0B-AB-BB-DD-73|00-0B-AB-BB-DD-72
4,ECDPXI258FCT2,LEB,ecdpxi258fct2\development, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 1 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.100 ,00-80-2F-23-F1-36|00-80-2F-23-F1-35
5,microbasePRCQV,LEB,microbaseprcqv\microbase, C B P T B X 0 0 5 7 5 3     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.133.90 ,10-00-07-00-33-00
6,ECDPXI258FCT1,LEB,ecdpxi258fct1\development, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 0 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.2 ,00-80-2F-14-6B-65|00-80-2F-14-6B-66
7,LEBFL2,LEB,lebfl2\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.113 ,00-0B-AB-D8-F4-C1|00-0B-AB-D8-F4-C0
8,User-PC202,LEB,user-pc202\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.86 ,00-0B-AB-42-D9-B8|00-0B-AB-42-D9-B7
9,FA3-LEB-CMI,LEB,fa3-leb-cmi\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.123 ,00-0B-AB-D8-F1-FA|00-0B-AB-D8-F1-F9
10,Microbase4JGH6,LEB,microbase4jgh6\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.128.215 ,00-0B-AB-8C-46-3C|00-0B-AB-42-D9-EE
11,LEBLeakTestEOL,LEB,lebleaktesteol\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.111 ,C4-00-AD-20-5D-50|C4-00-AD-20-A9-7C
12,Cimple-FA3STA38,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.145,00-80-4C-A4-87-5B
13,FA3-STA37,LEB,fa3-sta37\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.202 ,C4-00-AD-16-0A-CD|C4-00-AD-16-9B-3D
14,Micro-FA3-STA36,LEB,micro-fa3-sta36\microbase, C B P T B X 0 0 5 8 3 1     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.171 ,94-DB-C9-B3-41-48|50-46-5D-CF-1E-F3
15,Cimple-FA3STA34,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.168,00-80-4C-A4-87-4A
16,FA3-LEBSealant,LEB,fa3-lebsealant\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.211 ,C4-00-AD-29-21-9C|C4-00-AD-28-53-F1
17,WINDOWS-S683T8H,LEB,windows-s683t8h\microbox, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.60 ,00-0B-AB-9F-67-B1|00-0B-AB-9F-94-AD
18,DESKTOP-NALS4UU,LEB,desktop-nals4uu\leb_sealant_review, B T 5 X M D 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.135.93 ,18-66-DA-43-9D-EC
19,Micro-FA3-STA32,LEB,micro-fa3-sta32\microbase, D 7 P T B X 0 1 3 1 3 9     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 3 I     ,Windows 7,10.207.134.166 ,24-0A-64-2B-1C-AC|AC-22-0B-53-BA-6D
20,FA3-STA31P5,LEB,fa3-sta31p5\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.132.69 ,C4-00-AD-16-0C-74|C4-00-AD-16-9B-8F
21,Micro-FA3-STA31,LEB,micro-fa3-sta31\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.226 ,00-0B-AB-A2-24-C0|00-0B-AB-A2-19-A0
22,Cimple-FA3STA30,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.163,00-80-4C-A4-87-67
23,Micro-FA3-STA28,LEB,micro-fa3-sta28\microbase, C B P T B X 0 0 5 7 0 9     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.161 ,94-DB-C9-B3-41-90|50-46-5D-CF-1E-76
24,FA3-STA27,LEB,fa3-sta27\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.205|192.168.0.2 ,C4-00-AD-16-0A-C0|C4-00-AD-16-9B-5E
25,Micro-FA3-STA26,LEB,micro-fa3-sta26\microbase, C B P T B X 0 0 5 8 3 5     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.143 ,94-DB-C9-B3-40-E6|50-46-5D-CF-1E-CF
26,Cimple-FA3STA24,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.158,00-80-4C-A4-81-8E
27,Micro-FA3-STA22,LEB,micro-fa3-sta22\microbase, C B P T B X 0 0 5 6 9 7     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.156 ,DC-85-DE-1A-FB-DA|50-46-5D-CF-1D-F0
28,LEB_HSG_SUB4,LEB,leb_hsg_sub4\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.110 ,C4-00-AD-16-0A-67|C4-00-AD-16-9B-CC
29,LEB_HSG_SUB3,LEB,leb_hsg_sub3\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.106 ,C4-00-AD-16-0A-F2|C4-00-AD-16-9B-0C
30,LEB_HSG_SUB2,LEB,leb_hsg_sub2\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.114|192.168.0.2 ,C4-00-AD-16-0C-11|C4-00-AD-16-9B-CD
31,LEB_HSG_SUB1,LEB,leb_hsg_sub1\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,192.168.0.2|10.207.135.109,C4-00-AD-16-9A-EF|C4-00-AD-16-0A-BA
32,Micro-FA3-SUB0,LEB,micro-fa3-sub0\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.152 ,00-0B-AB-C1-69-67|00-0B-AB-C2-DB-F1
33,KMS_FA3_STA18MB,LEB,kms_fa3_sta18mb\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.79 ,C4-00-AD-16-0C-7D|C4-00-AD-16-9B-8C
34,KMS_FA3_STA17MB,LEB,kms_fa3_sta17mb\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.77 ,C4-00-AD-2C-76-F1|C4-00-AD-2D-F5-A4
35,Micro-FA3-STA16,LEB,micro-fa3-sta16\microbase, C B P T B X 0 0 5 8 5 3     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.133.196 ,94-DB-C9-B3-41-A7|50-46-5D-CF-1C-72
36,Cimple-FA3STA14,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.150,00-80-4C-A4-87-45
37,Micro-FA3-STA12,LEB,micro-fa3-sta12\microbase, C B P T B X 0 0 5 7 8 6     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.148 ,94-DB-C9-B3-3F-E9|50-46-5D-CF-1E-7C
38,Micro-FA3-STA10,LEB,micro-fa3-sta10\microbase, C B P T B X 0 0 5 8 4 4     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.153 ,FE-85-DE-1A-EC-A3|50-46-5D-CF-1D-97|DC-85-DE-1A-EC-A3
39,Cimple-FA3STA08,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.137,00-80-4C-A4-87-48
40,Micro-FA3-STA06,LEB,micro-fa3-sta06\microbase, C B P T B X 0 0 5 7 7 5     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.135 ,DC-85-DE-1A-FB-E3|50-46-5D-CF-1D-DD
41,Cimple-FA3STA04,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.134.132,00-80-4C-A4-84-09
42,FinalLine3,LEB,finalline3\finalassembly3, 5 K R 5 J 4 2               , D e l l   I n c .           , I n s p i r o n   2 0   M o d e l   3 0 4 3     ,Windows 10,10.207.132.67 ,B8-2A-72-F9-59-88|48-E2-44-6F-A4-BE
43,Micro-FA6-STA01,LEB,micro-fa6-sta01\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.212 ,C4-00-AD-41-40-86|C4-00-AD-41-08-E3
44,Micro-FA6-STA02,LEB,micro-fa6-sta02\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.222 ,C4-00-AD-3F-72-01|C4-00-AD-41-07-90
45,Micro-FA6-STA03,LEB,micro-fa6-sta03\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.237 ,C4-00-AD-41-40-CA|C4-00-AD-41-00-4E
46,Cimple-FA6STA06,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.135.224,00-80-4C-A4-83-DC
47,Micro-FA6-STA08,LEB,micro-fa6-sta08\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.226 ,C4-00-AD-41-43-24|C4-00-AD-40-FF-79
48,Cimple-FA6STA10,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.132.89,00-80-4C-A4-81-42
49,Micro-FA6-STA12,LEB,micro-fa6-sta12\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.227 ,C4-00-AD-3F-71-16|C4-00-AD-3F-3E-F1
50,Cimple-FA6STA14,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.135.228,00-80-4C-A4-82-E1
51,Micro-FA6-STA16,LEB,micro-fa6-sta16\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.132.82 ,C4-00-AD-41-40-CB|C4-00-AD-41-00-77
52,Cimple-FA6STA18,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.135.231,00-80-4C-A4-81-54
53,DCXR6H03,LEB,dcxr6h03\pillaradmin, C X R 6 H 0 3               , D e l l   I n c .           , O p t i P l e x   X E 3     ,Windows 10,10.207.135.94 ,E4-54-E8-80-35-AF
54,DCXRYG03,LEB,dcxryg03\pillaradmin, C X R Y G 0 3               , D e l l   I n c .           , O p t i P l e x   X E 3     ,Windows 10,10.207.135.65 ,E4-54-E8-80-2D-51
55,DESKTOP-BJOFNV9,LEB,desktop-bjofnv9\fa6_selectsolder, 4 T J J 4 Z 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.135.10 ,E4-54-E8-9B-A7-92
56,XT-1329,LEB,xt-1329\root, C Z C 0 0 8 8 5 M S         , H P                         , H P   Z 4   G 4   W o r k s t a t i o n     ,Windows 10,10.207.135.75|172.31.0.1,9C-7B-EF-41-57-4F|9C-7B-EF-41-57-4E
57,VERA-C47,LEB,vera-c47\root, 8 C C 9 5 0 4 C 4 7         , H P                         , H P   E l i t e D e s k   7 0 5   G 4   D M   6 5 W     ,Windows 10,10.207.135.123 ,E8-D8-D1-3F-CA-16|80-32-53-8C-99-3E|80-32-53-8C-99-3F|82-32-53-8C-99-3E|00-24-9B-50-FF-DA
58,Micro-FA6-STA21,LEB,micro-fa6-sta21\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.239 ,C4-00-AD-3F-70-FD|C4-00-AD-3F-3E-EF
59,Cimple-FA6STA22,LEB,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.135.235,00-80-4C-A4-83-3A
60,kmshipot04,LEB,kmshipot04\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.83 ,00-0B-AB-42-62-B9|00-0B-AB-42-62-01
61,DESKTOP-9356RTH,LEB,desktop-9356rth\cureinpc, H 6 T 4 J 4 2               , D e l l   I n c .           , I n s p i r o n   2 0   M o d e l   3 0 4 3     ,Windows 10,10.207.134.5 ,4C-BB-58-F2-DF-5D|1E-BB-58-F2-DF-5D|2E-BB-58-F2-DF-5D|20-47-47-70-97-7E|4C-BB-58-F2-DF-5E
62,microbase9G3WK,LEB,microbase9g3wk\microbase, C B P T B X 0 0 5 7 4 7     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.134.6 ,94-DB-C9-B3-41-C3|50-46-5D-CF-1E-5B
63,ECDPXI214a,LEB,ecdpxi214a\development,N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 1 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.2 ,00-80-2F-25-60-EF|00-80-2F-25-60-F0
64,ChargerFCT3PXI,LEB,chargerfct3pxi\development, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 0 8   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.2 ,00-80-2F-12-C7-41
65,chargerLeak,LEB,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.133.74,00-0B-AB-48-64-50
66,microbaseNQL66J,LEB,microbasenql66j\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.71 ,00-0B-AB-8A-2B-CC|00-0B-AB-8A-2B-01
67,SLEFCT3Micro,LEB,slefct3micro\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.225 ,C4-00-AD-28-A0-92|00-0B-AB-8A-2B-01
68,kmsprg04,LEB,, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows XP,10.207.133.81,00-0B-AB-8E-6D-13
69,USER-339487FFCE,LEB,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.133.83,00-0B-AB-34-B0-CC
70,WINDOWS-EPNVF5Q,LEB,windows-epnvf5q\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.72 ,00-0B-AB-C7-F5-F3|00-0B-AB-C8-0D-ED
71,MICRO-SPAHiPot,LEB,micro-spahipot\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.77 ,00-0B-AB-89-99-52|00-0B-AB-89-99-51
72,SPAFCT1,LEB,spafct1\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.73 ,00-0B-AB-B9-D7-9C|00-0B-AB-B9-D7-9B
73,WINDOWS-M8UR8KU,LEB,windows-m8ur8ku\administrator,,,,Windows 7,10.207.133.76 ,00-0B-AB-81-57-4A|00-0B-AB-81-57-48
74,OEM-HNAJGEKEVLX,LEB,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,,00-D0-C9-B7-B4-DA
75,WINDOWS-C3LFL8R,LEB,windows-c3lfl8r\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.80 ,00-0B-AB-A0-F1-D9|00-0B-AB-A1-55-6F
76,MB-FJ6IHGO,Daimler Test,mb-fj6ihgo\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.216 ,00-0B-AB-D2-76-AB|00-0B-AB-D2-76-AA
77,WINDOWS-IEPORE9,Daimler Test,windows-iepore9\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.206 ,00-0B-AB-E2-52-79|00-0B-AB-E7-8A-28
78,MB-TGHRSPx,Daimler Test,mb-tghrspx\test, T o   B e   F i l l e d   B y   O . E . M .     , T o   B e   F i l l e d   B y   O . E . M .     , T o   B e   F i l l e d   B y   O . E . M .     ,Windows 7,10.207.133.241 ,A8-A1-59-6E-10-78|A8-A1-59-6E-09-88
79,MB-TGHRSP2,Daimler Test,mb-tghrsp2\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.208 ,00-0B-AB-D2-9C-AF|00-0B-AB-D2-9C-AE
80,BWGME002,Daimler Test,bwgme002\administrator, A K A T 7 1 0 3 5 4         , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,192.168.2.2|10.207.133.31 ,C4-00-AD-69-53-22|C4-00-AD-69-53-23
81,DESKTOP-15DVQQ4,Daimler Test,desktop-15dvqq4\operator, 4 T H T 4 Z 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.134.103 ,E4-54-E8-9B-A8-1C
82,ACHA002134,Daimler Test,acha002134\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.104 ,00-0B-AB-D3-A4-42|00-0B-AB-D7-BE-D1
83,BWGME015,Daimler Test,bwgme015\administrator, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,192.168.2.2|10.207.133.150 ,C4-00-AD-7E-5D-85|C4-00-AD-7E-5D-86
84,DESKTOP-TTGFAVU,Daimler Test,desktop-ttgfavu\microbase, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 10,192.168.0.10|10.207.133.160  ,C4-00-AD-57-4E-46|C4-00-AD-57-4E-47
85,MB-202410-XX,Daimler Test,mb-202410-xx\microbase, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,10.207.133.35 ,C4-00-AD-6B-C7-13|C4-00-AD-6B-C7-12
86,BWGME003,Daimler Test,bwgme003\administrator, A K A T 7 1 0 3 5 0         , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,192.168.2.2|10.207.133.33  ,C4-00-AD-69-52-E6|C4-00-AD-69-52-E7
87,MB-202410-XY,Daimler Test,mb-202410-xy\microbase, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,10.207.133.34 ,C4-00-AD-6B-C4-7D|C4-00-AD-6B-C4-7C
