ID#,Hostname,Location,NetID,Serial Number,Manufacturer,Model,Operating System,IP Address,MAC Address
271,Speedline,SMT East,speedline\machine, T o   b e   f i l l e d   b y   O . E . M .     , G i g a b y t e   T e c h n o l o g y   C o .  L t d .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.10.10.2 ,FC-AA-14-94-D3-2C
272,KMSTO220PLC2-01,SMT East,kmsto220plc2-01\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.128.140|192.168.1.30 ,00-0B-AB-BA-76-4F|00-0B-AB-BA-76-4E
273,KMSTO220PLC1-01,SMT East,, 0 1 2 3 4 5 6 7 8 9, P h o e n i x A w a r d , 9 4 5 G M  ,Windows XP,10.207.128.42,00-80-4C-A4-87-4F
274,KMSTO220DISP-01,SMT East,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.128.39,00-80-4C-A4-87-3E
275,WINDOWS-NUCQ63M,SMT East,windows-nucq63m\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.128.187 ,00-0B-AB-D7-CC-7D|00-0B-AB-D7-BA-41
276,WINDOWS-T66SL80,SMT East,windows-t66sl80\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.129.11 ,00-0B-AB-E1-78-FC|00-0B-AB-E2-8F-E9
277,USER-BC1FEB36F8,SMT East,,                             ,                ,,Windows XP,,
278,DESKTOP-U00N12B,SMT East,desktop-u00n12b\productionpc, 4 C I 5 3 6 0 J G 3         , H P                         , 4 5 0 - a 1 1 4     ,Windows 10,10.207.128.133 ,60-6D-C7-5D-35-B7|62-6D-C7-5D-35-B7|60-6D-C7-5D-35-B7|EC-B1-D7-40-E3-5D
279,microsys-6970b5,SMT East,,           , I N T E L R , A W R D A C P I     ,Windows XP,10.207.128.248,00-90-FB-82-6A-08
280,DESKTOP-KNFHRU7,SMT East,desktop-knfhru7\user, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 10,192.168.1.250|192.168.2.1 ,74-FE-48-4C-97-AE|74-FE-48-4C-97-AD|74-FE-48-50-31-7C|74-FE-48-50-31-7D|74-FE-48-50-31-7E|74-FE-48-50-31-7F|B4-96-91-8B-25-34|B4-96-91-8B-25-35|B4-96-91-8B-25-36|B4-96-91-8B-25-37
281,SMTREWORK-PC,SMT East,smtrework-pc\paperless_desk_one, B T 3 2 N D 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.128.60 ,18-66-DA-43-9E-E9
282,AP-SL-00884R,SMT East,ap-sl-00884r\kohyoung, 6 C R 7 2 4 W 1 0 W         , H P                         , H P   Z 2 4 0   T o w e r   W o r k s t a t i o n     ,Windows 7,10.207.128.144 ,C8-D3-FF-BB-81-50
283,AP-SL-00884,SMT East,ap-sl-00884\z840, 6 C R 7 2 3 W Y P H         , H e w l e t t - P a c k a r d     , H P   Z 8 4 0   W o r k s t a t i o n     ,Windows 7,10.207.128.137|192.168.240.2 ,70-5A-0F-4B-56-DC|70-5A-0F-4B-56-DB
284,ASYS33921635080,SMT East,asys33921635080\administrator,,EXTRA Computer GmbH,D3236-S1,Windows 7,10.10.10.2|10.207.128.111,68-05-CA-90-73-42|4C-52-62-11-6E-AC|4C-52-62-10-61-85
285,TUNE-58xag,SMT East,tune-58xag\apps, 3 9 8 9 8 5                 , S u p e r m i c r o         , X 1 0 S R i - F     ,Windows 10,10.207.128.44|10.207.128.160 ,0C-C4-7A-DC-8D-92|0C-C4-7A-DC-8D-93
286,SXLINE1-WIN10,SMT East,sxline1-win10\supervisor, 5 P 2 Q C V 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.128.55 ,6C-2B-59-C8-32-35
287,AP-SL-00883E,SMT East,ap-sl-00883e\kohyoung, 6 C R 7 2 4 W 1 0 X         , H P                         , H P   Z 2 4 0   T o w e r   W o r k s t a t i o n     ,Windows 7,10.207.128.123 ,C8-D3-FF-B6-D2-12
288,ITWEAE204-03,SMT East,itweae204-03\machine, _                           , _                           , _             ,Windows 7,10.10.10.2 ,00-30-18-09-D2-1E
289,SR128_54,SMT East,sr128_54\operator, B 5 8 5 6 6 1 5             , S I E M E N S   A G         , S I M A T I C   B O X   P C   6 2 7 B / P A N E L   P C   6 7 7 B   P r o f i b u s     ,Windows 7,10.207.128.54,00-0E-8C-EC-0D-9D|00-0E-8C-EC-0D-9E
290,SR128_53,SMT East,sr128_53\operator, B 5 8 5 6 6 0 7             , S I E M E N S   A G         , S I M A T I C   B O X   P C   6 2 7 B / P A N E L   P C   6 7 7 B   P r o f i b u s     ,Windows 7,10.207.128.53 ,00-0E-8C-EC-10-C7|00-0E-8C-EC-10-C8
291,SR128_52,SMT East,sr128_52\operator, B 7 8 5 2 1 0 3             , S I E M E N S   A G         , S I M A T I C   B O X   P C   6 2 7 B / P A N E L   P C   6 7 7 B   P r o f i b u s     ,Windows 7,10.207.128.52 ,00-0E-8C-EC-7E-49|00-0E-8C-EC-7E-4A
292,SR128_51,SMT East,sr128_51\operator, B 5 8 5 6 6 2 1             , S I E M E N S   A G         , S I M A T I C   B O X   P C   6 2 7 B / P A N E L   P C   6 7 7 B   P r o f i b u s     ,Windows 7,10.207.128.51 ,00-0E-8C-EC-0D-95|00-0E-8C-EC-0D-96
293,5P2RCV2,SMT East,5p2rcv2\mso_fvs, 5 P 2 R C V 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.128.138 ,6C-2B-59-C8-41-1D
294,ASPI-AL218,SMT East,aspi-al218\spi, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 10,10.207.128.58 ,C4-00-AD-4B-16-D7|C4-00-AD-4B-16-D8
295,DEK_305121,SMT East,dek_305121\dek printer, O E M                       , O E M                       , O E M         ,Windows 7,10.207.128.200 ,00-01-29-1C-73-C8
296,DESKTOP-UM4SP6N,Pack/FSW,desktop-um4sp6n\pack, M J 0 E 4 6 D D             ,L E N O V O                 ,1 0 R S 0 0 4 W U S     ,Windows 10,10.207.136.26 ,54-05-DB-56-59-86|94-E7-0B-9E-2B-41|96-E7-0B-9E-2B-40|94-E7-0B-9E-2B-40|94-E7-0B-9E-2B-44
297,DESKTOP-JG3G52K,Pack/FSW,desktop-jg3g52k\warehouse-label, 4 T J K 4 Z 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.136.200 ,E4-54-E8-9B-78-D4
298,WINDOWS-KPMP37D,Pack/FSW,windows-kpmp37d\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.136.108 ,00-0B-AB-A0-EA-23|00-0B-AB-A2-1B-A5
299,02-03058,Pack/FSW,Hostname/SerialNumber, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.136.105,00-80-4C-A4-87-49
300,FSW44863,Pack/FSW,fsw44863\frictionstirwelder,                             , F U J I T S U               , D 3 2 4 3 - S 1     ,Windows 7,10.207.136.164|192.6.94.100 ,90-1B-0E-6A-42-03|90-1B-0E-86-ED-7C
301,FSW-62552,Pack/FSW,fsw-62552\frictionstirwelder, 6 2 5 5 2                   , D y n i c s   I n c         , D 3 4 3 3 - S 1     ,Windows 7,10.207.136.103 ,90-1B-0E-EE-97-72|90-1B-0E-FF-03-F7
302,KMS-GFE-DEBURR1,Pack/FSW,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.136.6,00-80-4C-A4-83-B3
303,WINDOWS-43PUC2R,Pack/FSW,windows-43puc2r\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.136.145 ,00-0B-AB-D8-5D-C7|00-0B-AB-DA-16-63
304,WINDOWS-5B356S4,Pack/FSW,windows-5b356s4\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.136.109 ,00-0B-AB-E2-4F-A2|00-0B-AB-E7-8A-45
305,GRF-PC,Pack/FSW,grf-pc\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.136.107 ,00-0B-AB-B3-89-99|00-0B-AB-B3-60-9A
306,R7GS013919,Pack/FSW,r7gs013919\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.136.104|192.168.0.10 ,00-0B-AB-E6-3D-CD|00-0B-AB-E6-3D-CC
307,FSW-45801,Pack/FSW,fsw-45801\frictionstirwelder,                             , F U J I T S U               , D 3 2 4 3 - S 1     ,Windows 7,192.6.94.100|10.207.136.101 ,90-1B-0E-6B-3B-C5|90-1B-0E-85-A9-DD
308,Label_Print_2,Pack/FSW,label_print_2\delphi, G N K F R D 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 7,10.207.136.123 ,18-66-DA-39-B5-9D
309,DESKTOP-P30IQK7,Pack/FSW,desktop-p30iqk7\packpc, B T 4 W M D 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.128.77,18-66-DA-43-9C-35
310,PENLTOFF0203,Pack/FSW,penltoff0203\atibackup, 1 J 0 6 P 7 2               , D e l l   I n c .           , L a t i t u d e   E 7 4 7 0     ,Windows 10,,84-7B-EB-1A-42-DE|6A-14-01-00-73-15|7A-14-01-00-73-15|68-14-01-00-73-15|68-14-01-00-73-16
311,WINDOWS-BHP6T8A,Repair,windows-bhp6t8a\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.175 ,C4-00-AD-11-35-F2|C4-00-AD-11-35-F1
312,LEBRPR-STA2,Repair,lebrpr-sta2\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.238 ,C4-00-AD-28-A0-62|C4-00-AD-28-A0-61
313,DaimlerRepairMB,Repair,daimlerrepairmb\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 10,192.168.0.100|10.207.128.19 ,C4-00-AD-64-1D-E4|C4-00-AD-64-DE-FA
314,GFESubAssy-3,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.3,00-0B-AB-37-D6-6B
315,KMSCCO01,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.218,00-0B-AB-34-B2-10
316,USER-0DA50EAF4D,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.29,00-0B-AB-3E-14-CD|FF-FF-FF-FF-FF-FF-FF-FF|0A-CF-86-1D
317,kmsprg03,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.107,00-0B-AB-35-DC-A2
318,ECDPXI160,Repair,, 0 0 0 0 0 0 0 0 0 0         , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 0 5   E m b e d d e d   C o n t r o l l e r     ,Windows XP,192.168.2.2,00-80-2F-10-EB-7B
319,GfeTpimSubAssy2,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.243,00-0B-AB-36-53-BB
320,GFE-Serv-Micro,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.248,00-0B-AB-3E-14-CE
321,GfeTpimSubAssy1,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.4,00-0B-AB-37-D6-61
322,GFE-Serv-Disp2,Repair,,,,,,,
323,GFE-Serv-Disp1,Repair,,,,,Windows XP,,
324,WINDOWS-KF00Q7J,Repair,windows-kf00q7j\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.100 ,00-0B-AB-8E-6D-39|00-0B-AB-8E-6D-38
325,Computer Down,Repair,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down
326,kmshipot03,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.236,00-0B-AB-48-64-18
327,USER-8F1E99255C,Repair,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.98,00-0B-AB-36-53-B9
328,FA4-STA-36,FIP/TO220,fa4-sta-36\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.134.234 ,00-0B-AB-C1-67-2A|00-0B-AB-C3-17-69
329,WINDOWS-T5AQTRM,CPE Lab,windows-t5aqtrm\user, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.199 ,00-0B-AB-C6-0D-7D|00-0B-AB-C5-CF-65
330,CPE-LabelMaker,CPE Lab,cpe-labelmaker\nordson-yestech-ops, 4 X M K 1 8 2               , D e l l   I n c .           , I n s p i r o n   3 8 4 7     ,Windows 10,10.207.135.64 ,B0-C0-90-28-12-F0|12-C0-90-28-12-F0|64-00-6A-34-D4-66|B0-C0-90-28-12-F1
331,ECDPXI258,CPE Lab,ecdpxi258\guest,,,,Windows 7,192.168.2.2 ,00-80-2F-14-4B-DE|00-80-2F-14-4B-DF
332,DESKTOP-3K2HE8E,CPE Lab,desktop-3k2he8e\tensile tester, 9 4 8 K F X 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,,6C-2B-59-F8-31-8F
333,CMM-PC,CPE Lab,cmm-pc\cmm_pc, 5 G B 8 D V 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.133.163 ,6C-2B-59-D1-4D-1B
334,DESKTOP-1E4728E,CPE Lab,desktop-1e4728e\productionpc, 4 C I 5 3 6 0 J F 1         ,H P                         , 4 5 0 - a 1 1 4     ,Windows 10,,EC-B1-D7-43-90-A2|62-6D-C7-06-91-62|60-6D-C7-06-91-62
335,Computer Removed,CPE Lab,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed
336,TUNE-53124,CPE Lab,tune-53124\root, 4 3 4 7 1 4                 , S u p e r m i c r o         , X 1 0 S R i - F - 4 3 4 7 1 4     ,Windows 7,10.207.135.72 ,AC-1F-6B-46-84-89|AC-1F-6B-46-84-88
337,X-RAY,CPE Lab,, 6 8 B B B M 1               , D e l l   I n c .           , P r e c i s i o n   W o r k S t a t i o n   T 3 4 0 0     ,Windows XP,10.207.134.252,00-26-B9-81-07-D8
338,ECDPXI430,CPE Lab,ecdpxi430\development, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 1 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.103 ,00-80-2F-18-12-03|00-80-2F-18-12-02
339,LEBFCT3Handler,CPE Lab,lebfct3handler\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.133.124 ,C4-00-AD-11-33-C3|C4-00-AD-11-33-C2
340,microbase2XDQ7,CPE Lab,microbase2xdq7\microbase, C B P T B X 0 0 5 6 9 6     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.133.79 ,B6-DB-C9-B3-41-23|94-DB-C9-B3-41-23|50-46-5D-CF-1F-2A
341,ECDPXI142,CPE Lab,ecdpxi142\administrator, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 0 9   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.2|192.168.2.123 ,00-80-2F-15-3D-7B|00-80-2F-15-3D-7C
342,USER-CB7B3A639C,CPE Lab,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.134.102,00-0B-AB-3A-4F-FF
343,ECDPXI217,CPE Lab,ecdpxi217\operator, N o t   A p p l i c a b l e     , N a t i o n a l   I n s t r u m e n t s     , N I   P X I - 8 1 0 8   E m b e d d e d   C o n t r o l l e r     ,Windows 7,192.168.2.2 ,00-80-2F-12-8F-C9
344,Computer Down,CPE Lab,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down,Computer Down
345,microbase6WDM7,FIP/TO220,microbase6wdm7\microbase, C B P T B X 0 0 5 7 8 4     , A S U S T e K   C o m p u t e r   I N C .     , E T 2 0 1 2 E     ,Windows 7,10.207.135.119 ,50-46-5D-CF-1E-D2
346,Computer Removed,FIP/TO220,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed,Computer Removed
347,DESKTOP-MPHV6OO,FIP/TO220,desktop-mphv6oo\presentation2, J D 2 N 8 7 2               , D e l l   I n c .           , I n s p i r o n   2 0 - 3 0 5 2     ,Windows 10,,48-4D-7E-B8-60-05|28-56-5A-42-19-CB|1A-56-5A-42-19-CB|28-56-5A-42-19-CC
348,DESKTOP-F0BNM2E,FIP/TO220,desktop-f0bnm2e\kms_manual_sub, 2 1 H C 8 7 2               , D e l l   I n c .           , I n s p i r o n   2 0 - 3 0 5 2     ,Windows 10,10.207.135.62 ,48-4D-7E-A3-65-CD|90-CD-B6-0A-F5-C5|12-CD-B6-0A-F5-C5|22-CD-B6-0A-F5-C5
349,KMSGFETPIMMB1,FIP/TO220,,                             , I N T E L R                 , A W R D A C P I     ,Windows XP,10.207.133.65,00-0B-AB-37-D6-5F
350,TO220-2-AOI,FIP/TO220,to220-2-aoi\user, D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     , D e f a u l t   s t r i n g     ,Windows 7,10.207.135.112 ,00-0B-AB-E2-E0-87|00-0B-AB-E2-E0-86
351,ITWEAE205-02,FIP/TO220,itweae205-02\machine, _                           , _                           , _             ,Windows 7,10.10.10.2 ,00-30-18-07-58-02
352,KMSTO220PLC2-02,FIP/TO220,kmsto220plc2-02\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.131|192.168.0.30 ,00-0B-AB-D9-29-C2|00-0B-AB-D9-29-C1
353,KMSTO220PLC1-02,FIP/TO220,kmsto220plc1-02\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.73|192.168.0.20 ,00-0B-AB-D9-29-64|00-0B-AB-D9-29-63
354,KMSTO220DISP-02,FIP/TO220,kmsto220disp-02\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,192.168.0.10|10.207.135.132 ,00-0B-AB-B1-46-7E|00-0B-AB-B1-46-7D
355,DESKTOP-R7UQ40R,FIP/TO220,desktop-r7uq40r\diamler pack pc 2, 4 D Q 8 1 T 2               , D e l l   I n c .           , O p t i P l e x   3 0 6 0     ,Windows 10,10.207.135.16 ,54-BF-64-9B-79-D1
356,SPA-LVHEAD-LEAK,FIP/TO220,spa-lvhead-leak\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.27 ,00-0B-AB-A0-E7-50|00-0B-AB-A1-56-2A
357,DESKTOP-HGQ1221,FIP/TO220,desktop-hgq1221\kms, 8 1 P L Q G 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.135.107 ,48-4D-7E-D6-E9-3E
358,kmse128247,FIP/TO220,kmse128247\fismts station 1, B T 3 X M D 2, D e l l   I n c ., O p t i P l e x   3 0 4 1,Windows 7,10.207.135.188,18-66-DA-42-FB-BD
359,DESKTOP-K77CDET,FIP/TO220,desktop-k77cdet\operator, B T 3 Y M D 2               , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.135.136 ,18-66-DA-43-A1-56
360,KMS-FIP2,FIP/TO220,kms-fip2\cimplecell, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.118|192.168.0.10 ,C4-00-AD-0D-37-4E|C4-00-AD-0D-37-4D
361,DESKTOP-EGD3DOR,FIP/TO220,desktop-egd3dor\kms, 3 C L H M F 2     , D e l l   I n c .           , O p t i P l e x   3 0 4 0     ,Windows 10,10.207.135.113 ,18-66-DA-43-75-6D
362,KMS-FIP1,FIP/TO220,, 0 1 2 3 4 5 6 7 8 9         , P h o e n i x A w a r d     , 9 4 5 G M     ,Windows XP,10.207.135.97,00-80-4C-A4-83-55
363,G4-FIP-LEAK-MB,FIP/TO220,g4-fip-leak-mb\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.115 ,00-0B-AB-B3-8A-AB|00-0B-AB-B3-60-B1
364,WINDOWS-67G9G34,Repair,windows-67g9g34\user, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M .     ,Windows 7,10.207.135.52 ,00-0B-AB-9F-78-0E|00-0B-AB-9F-78-0D
365,GFERepairPC,Daimler Test,gferepairpc\gferepairpc,B T 3 3 N D 2, D e l l   I n c ., O p t i P l e x   3 0 4 0,Windows 10,,18-66-DA-43-A1-FD
366,Micro-MPPSubAsm,LEB,micro-mppsubasm\microbase, T o   b e   f i l l e d   b y   O . E . M .     , T o   b e   f i l l e d   b y   O . E . M ., T o   b e   f i l l e d   b y   O . E . M .,Windows 7,10.207.128.141,00-0B-AB-A0-F1-F4|00-0B-AB-A1-54-9F
